timestamp,Accx,Accy,Accz
26120,0.197,0.32,1.095
26160,0.191,0.419,1.078
26200,0.184,0.512,1.111
26240,0.136,0.641,1.17
26280,0.164,0.767,1.177
26320,0.193,0.776,1.091
26360,0.148,0.646,0.898
26400,0.098,0.52,0.737
26440,0.072,0.31,0.593
26480,0.118,0.15,0.579
26520,0.133,0.071,0.664
26560,-0.046,0.224,0.804
26600,-0.059,0.249,1.015
26640,0.034,0.284,1.283
26680,0.066,0.296,1.373
26720,0.122,0.169,1.298
26760,0.018,-0.032,1.262
26800,0.048,-0.127,1.199
26840,0.023,-0.18,1.061
26880,-0.033,-0.149,0.936
26920,-0.056,-0.139,0.833
26960,-0.057,-0.141,0.762
27000,-0.09,-0.105,0.686
27040,-0.16,-0.011,0.621
27080,-0.231,0.113,0.596
27120,-0.266,0.259,0.648
27160,-0.332,0.396,0.82
27200,-0.328,0.64,0.97
27240,-0.378,0.703,1.009
27280,-0.363,0.41,0.927
27320,-0.336,-0.045,0.886
27360,-0.299,-0.114,0.942
27400,-0.253,-0.139,1.054
27440,-0.171,-0.214,1.071
27480,-0.136,-0.245,1.011
27520,-0.19,-0.174,0.84
27560,-0.228,-0.049,0.705
27600,-0.245,0.065,0.635
27640,-0.253,0.164,0.615
27680,-0.295,0.281,0.631
27720,-0.257,0.333,0.697
27760,-0.269,0.382,0.758
27800,-0.317,0.526,0.804
27840,-0.344,0.597,0.871
27880,-0.295,0.748,0.999
27920,-0.28,0.713,1.126
27960,-0.192,0.675,1.196
28000,-0.102,0.455,1.138
28040,-0.025,0.288,0.992
28080,0.031,0.171,0.852
28120,0.055,0.034,0.789
28160,0.07,0.105,0.747
28200,0.077,0.122,0.767
28240,0.133,0.044,0.849
28280,0.189,0.103,0.971
28320,0.206,0.122,1.038
28360,0.185,0.157,1.095
28400,0.212,0.127,1.177
28440,0.249,0.107,1.242
28480,0.258,0.224,1.243
28520,0.274,0.288,1.228
28560,0.241,0.363,1.198
28600,0.201,0.417,1.2
28640,0.212,0.539,1.207
28680,0.156,0.603,1.135
28720,0.121,0.667,1.04
28760,0.082,0.664,0.856
28800,0.123,0.615,0.786
28840,0.257,0.479,0.828
28880,0.352,0.373,0.926
28920,0.273,0.288,0.975
28960,0.218,0.136,1.067
29000,0.174,0.132,1.141
29040,0.214,0.034,1.195
29080,0.211,-0.046,1.175
