timestamp,Accx,Accy,Accz
11120,-0.179,-0.346,0.68
11160,-0.133,-0.377,0.596
11200,-0.223,-0.186,0.665
11240,-0.279,-0.156,0.652
11280,-0.257,-0.027,0.669
11320,-0.361,0.119,0.62
11360,-0.316,0.22,0.617
11400,-0.391,0.365,0.588
11440,-0.437,0.366,0.56
11480,-0.384,0.249,0.591
11520,-0.364,0.197,0.645
11560,-0.4,0.201,0.861
11600,-0.27,0.088,1.232
11640,-0.256,0.062,1.52
11680,-0.311,0.147,1.571
11720,-0.341,0.385,1.4
11760,-0.25,0.435,1.133
11800,-0.293,0.337,0.959
11840,-0.262,0.391,1.055
11880,-0.125,0.211,1.049
11920,-0.054,0.102,1.092
11960,0.029,-0.077,0.99
12000,0.072,-0.122,0.718
12040,0.078,-0.038,0.657
12080,0.087,-0.079,0.568
12120,0.045,-0.095,0.55
12160,-0.012,-0.102,0.744
12200,0.048,-0.224,0.915
12240,0.047,-0.263,1.127
12280,0.07,-0.262,1.32
12320,0.091,-0.259,1.308
12360,0.104,-0.157,1.296
12400,0.149,-0.118,1.267
12440,0.123,-0.107,1.185
12480,0.111,-0.063,1.156
12520,0.149,-0.025,1.173
12560,0.222,0.099,1.138
12600,0.176,0.173,1.038
12640,0.066,0.461,0.895
12680,0.074,0.514,0.869
12720,0.223,0.197,0.939
12760,0.342,0.02,1.131
12800,0.252,-0.068,0.998
12840,0.086,0.033,0.907
12880,0.109,0.098,1.035
12920,0.178,0.06,1.205
12960,0.158,0.132,1.382
13000,0.174,0.051,1.254
13040,0.043,0.187,1.372
13080,-0.057,0.025,1.261
13120,-0.152,-0.022,1.301
13160,-0.108,-0.154,1.23
13200,-0.122,-0.261,1.048
13240,-0.245,-0.191,0.994
13280,-0.119,-0.268,0.887
13320,-0.159,-0.285,0.691
13360,-0.174,-0.315,0.625
13400,-0.18,-0.353,0.689
13440,-0.023,-0.349,0.679
13480,0.004,-0.389,0.764
13520,-0.005,-0.399,0.776
13560,-0.035,-0.342,0.708
13600,-0.188,-0.121,0.763
13640,-0.272,-0.052,0.725
13680,-0.307,0.088,0.702
13720,-0.334,0.29,0.675
13760,-0.295,0.301,0.579
13800,-0.311,0.267,0.52
13840,-0.253,0.159,0.524
13880,-0.2,0.034,0.543
13920,-0.185,0.042,0.739
13960,-0.159,-0.097,0.918
14000,-0.214,0.002,1.36
14040,-0.177,0.175,1.854
14080,-0.146,0.299,1.93
14120,-0.087,0.253,1.446
14160,-0.198,0.31,1.026
14200,-0.192,0.361,0.956
14240,-0.092,0.295,0.983
14280,-0.088,0.187,1.01
14320,-0.08,0.123,0.983
14360,-0.021,-0.013,0.899
14400,0.014,-0.101,0.765
14440,0.041,-0.105,0.695
14480,0.044,-0.113,0.683
14520,0.05,-0.116,0.73
14560,0.089,-0.132,0.808
14600,0.068,-0.25,0.903
14640,0.094,-0.232,1.073
14680,0.066,-0.237,1.219
14720,0.07,-0.164,1.301
14760,0.096,-0.163,1.287
14800,0.123,-0.148,1.231
14840,0.163,-0.11,1.185
14880,0.159,-0.139,1.054
14920,0.152,0.048,0.997
14960,0.081,0.264,1.016
15000,0.042,0.539,1.03
15040,0.033,0.626,1.024
15080,0.183,0.238,0.991
15120,0.326,0.023,1.064
15160,0.23,-0.036,1.032
15200,0.134,0.011,1.028
15240,0.128,0.117,1.141
15280,0.145,0.117,1.225
15320,0.095,0.112,1.326
15360,-0.09,0.311,1.535
15400,-0.136,0.022,1.266
15440,-0.196,-0.111,1.245
15480,-0.119,-0.069,1.161
15520,-0.159,-0.168,1.077
15560,-0.046,-0.16,0.965
15600,-0.021,-0.127,0.931
15640,-0.033,-0.299,0.706
15680,-0.091,-0.315,0.731
15720,-0.016,-0.378,0.783
15760,-0.005,-0.384,0.722
15800,-0.024,-0.339,0.742
15840,-0.077,-0.375,0.726
15880,-0.134,-0.303,0.744
15920,-0.213,-0.21,0.766
15960,-0.266,-0.088,0.759
16000,-0.321,0.049,0.766
16040,-0.292,0.257,0.855
16080,-0.26,0.356,0.781
16120,-0.294,0.335,0.674
16160,-0.266,0.083,0.569
16200,-0.162,0.039,0.598
16240,-0.273,-0.022,0.597
16280,-0.206,-0.067,0.691
16320,-0.246,-0.125,1.055
16360,-0.23,0.061,1.296
16400,-0.313,0.346,1.493
16440,-0.297,0.561,1.661
16480,-0.183,0.471,1.547
16520,-0.062,0.315,1.311
16560,0.003,0.202,1.079
16600,0.012,0.08,0.934
16640,0.098,-0.025,0.812
16680,0.092,-0.103,0.672
16720,0.053,-0.136,0.615
16760,0.049,-0.142,0.608
16800,0.034,-0.184,0.722
16840,0.075,-0.182,0.859
16880,0.067,-0.227,0.953
16920,0.079,-0.266,1.063
16960,0.112,-0.288,1.122
17000,0.137,-0.284,1.26
17040,0.19,-0.292,1.304
17080,0.262,-0.247,1.299
17120,0.233,-0.116,1.199
17160,0.164,0.004,1.105
17200,0.061,0.333,1.114
17240,0.031,0.555,1.032
17280,0.03,0.483,0.874
17320,0.129,0.316,0.916
17360,0.344,0.087,1.066
17400,0.237,0.062,1.13
17440,0.157,0.001,1.032
17480,0.098,0.015,0.984
17520,0.164,0.074,1.059
17560,0.233,0.061,1.115
17600,0.18,0.155,1.183
17640,0.017,0.235,1.357
17680,-0.023,0.064,1.281
17720,-0.134,-0.075,1.199
17760,-0.24,-0.112,1.215
17800,-0.227,-0.222,1.098
17840,-0.142,-0.161,1.105
17880,-0.09,-0.205,1.044
17920,-0.118,-0.24,0.976
17960,0.015,-0.174,0.97
18000,0.001,-0.292,0.786
18040,-0.087,-0.203,0.74
18080,-0.03,-0.286,0.717
18120,0.015,-0.419,0.612
18160,-0.009,-0.382,0.679
18200,-0.098,-0.459,0.685
18240,-0.212,-0.351,0.786
18280,-0.229,-0.196,0.849
18320,-0.221,0.069,0.862
18360,-0.324,0.365,0.877
18400,-0.41,0.5,0.835
18440,-0.293,0.322,0.688
