timestamp,Accx,Accy,Accz
13640,-0.349,-0.015,0.931
13680,-0.357,-0.033,0.923
13720,-0.351,-0.042,0.922
13760,-0.355,-0.044,0.928
13800,-0.355,-0.046,0.952
13840,-0.332,-0.043,0.954
13880,-0.354,-0.043,0.918
13920,-0.344,-0.044,0.91
13960,-0.353,-0.042,0.911
14000,-0.369,-0.049,0.91
14040,-0.344,-0.061,0.934
14080,-0.337,-0.053,0.951
14120,-0.351,-0.053,0.932
14160,-0.345,-0.048,0.914
14200,-0.354,-0.039,0.902
14240,-0.368,-0.026,0.908
14280,-0.36,-0.031,0.919
14320,-0.36,-0.03,0.927
14360,-0.355,-0.033,0.925
14400,-0.366,-0.036,0.917
14440,-0.369,-0.031,0.917
14480,-0.357,-0.029,0.935
14520,-0.365,-0.027,0.932
14560,-0.362,-0.037,0.921
14600,-0.344,-0.031,0.928
14640,-0.366,-0.021,0.928
14680,-0.37,-0.007,0.934
14720,-0.38,0,0.928
14760,-0.396,-0.014,0.913
14800,-0.392,-0.039,0.891
14840,-0.373,-0.038,0.87
14880,-0.385,0.005,0.904
14920,-0.368,0.003,0.969
14960,-0.375,0.076,1.05
15000,-0.484,0.19,1.183
15040,-0.482,0.131,1.205
15080,-0.477,-0.105,1.126
15120,-0.474,-0.061,1.132
15160,-0.493,-0.08,1.037
15200,-0.533,-0.039,0.926
15240,-0.479,0.065,0.859
15280,-0.462,0.046,0.598
15320,-0.471,-0.041,0.469
15360,-0.221,-0.186,0.494
15400,-0.06,-0.21,0.405
15440,-0.107,-0.253,0.375
15480,-0.06,-0.196,0.483
15520,-0.068,-0.126,0.598
15560,-0.147,-0.025,0.735
15600,-0.133,-0.037,0.887
15640,-0.042,0.103,1.074
15680,-0.023,0.287,1.271
15720,-0.005,0.451,1.393
15760,-0.017,0.585,1.386
15800,-0.033,0.846,1.416
15840,-0.085,0.829,1.142
15880,-0.08,0.654,1.024
15920,-0.018,0.496,0.96
15960,-0.012,0.25,0.886
16000,-0.009,0.219,0.916
16040,-0.023,0.002,0.947
16080,0.071,-0.113,1.053
16120,0.279,-0.422,1.228
16160,0.431,-0.526,1.304
16200,0.358,-0.314,1.32
16240,0.136,-0.091,1.186
16280,0.086,0.099,1.272
16320,0.045,0.047,1.409
16360,-0.084,-0.02,1.417
16400,-0.237,0.107,1.358
16440,-0.312,0.177,1.133
16480,-0.368,0.196,0.994
16520,-0.257,0.187,0.852
16560,-0.246,0.098,0.632
16600,-0.253,0.074,0.499
16640,-0.184,0.027,0.332
16680,-0.247,-0.013,0.243
16720,-0.268,0.036,0.263
16760,-0.234,0.021,0.276
16800,-0.245,-0.053,0.373
16840,-0.231,-0.004,0.495
16880,-0.183,0.007,0.572
16920,-0.156,-0.12,0.789
16960,0.03,-0.068,1.063
17000,0.028,-0.097,1.235
17040,0.046,-0.157,1.361
17080,0.096,-0.074,1.238
17120,0.021,-0.136,1.4
17160,0.26,-0.087,1.634
17200,0.301,-0.015,1.652
17240,0.155,-0.09,1.311
17280,0.109,-0.012,1.039
17320,0.108,0.007,0.902
17360,0.111,-0.038,0.899
17400,0.194,-0.043,1.105
17440,0.242,-0.065,1.281
17480,0.203,-0.077,1.438
17520,0.106,-0.048,1.485
17560,0.002,-0.14,1.45
17600,-0.16,-0.098,1.261
17640,-0.275,0.003,1.124
17680,-0.3,0.015,0.973
17720,-0.201,0.03,0.896
17760,-0.277,0.1,0.772
17800,-0.291,0.048,0.621
17840,-0.211,-0.05,0.527
17880,-0.109,-0.161,0.52
17920,-0.078,-0.238,0.454
17960,-0.056,-0.301,0.411
18000,0.002,-0.274,0.433
18040,-0.07,-0.246,0.482
18080,-0.171,-0.224,0.61
18120,-0.124,-0.164,0.722
18160,-0.089,-0.048,0.833
18200,-0.119,0.017,0.961
18240,-0.044,0.036,1.107
18280,-0.017,0.112,1.238
18320,0.032,0.236,1.398
18360,0.1,0.451,1.47
18400,0.048,0.503,1.374
18440,0.04,0.532,1.237
18480,0.062,0.419,1.091
18520,0.023,0.276,0.95
18560,0.017,0.232,0.908
18600,-0.009,0.202,0.961
18640,0.003,0.142,0.937
18680,-0.01,0.005,0.878
18720,0.077,-0.227,0.916
18760,0.314,-0.379,1.152
18800,0.511,-0.51,1.276
18840,0.393,-0.39,1.381
18880,0.351,-0.199,1.493
18920,0.11,-0.075,1.516
18960,-0.088,-0.086,1.443
19000,-0.24,0.005,1.349
19040,-0.274,0.05,1.049
19080,-0.273,0.069,0.751
19120,-0.351,0.063,0.566
19160,-0.29,0.026,0.49
19200,-0.188,0.006,0.382
19240,-0.27,0.009,0.385
19280,-0.251,-0.022,0.382
19320,-0.131,0.009,0.349
19360,-0.162,-0.029,0.427
19400,-0.158,-0.088,0.539
19440,-0.096,-0.04,0.676
19480,-0.062,-0.023,0.8
19520,-0.05,-0.099,1.05
19560,-0.003,-0.097,1.219
19600,-0.035,-0.109,1.254
19640,-0.004,-0.162,1.234
19680,-0.027,-0.083,1.345
19720,0.158,-0.101,1.402
19760,0.25,-0.022,1.422
19800,0.137,-0.13,1.288
19840,0.317,-0.065,1.327
19880,0.29,-0.045,1.201
19920,0.22,-0.042,1.049
19960,0.225,0.01,1.01
20000,0.181,-0.068,0.917
20040,0.202,-0.109,0.998
20080,0.235,-0.07,1.339
20120,0.178,-0.056,1.466
20160,0.031,-0.056,1.44
20200,-0.097,-0.137,1.414
20240,-0.072,-0.094,1.292
20280,-0.263,-0.084,1.024
20320,-0.366,-0.012,0.979
20360,-0.172,0.054,0.961
20400,-0.203,0.006,0.85
20440,-0.183,-0.051,0.666
20480,-0.159,-0.114,0.571
20520,-0.102,-0.193,0.548
20560,-0.03,-0.257,0.516
20600,-0.047,-0.22,0.453
20640,-0.028,-0.204,0.383
20680,-0.048,-0.211,0.423
20720,-0.092,-0.177,0.511
20760,-0.085,-0.118,0.642
20800,-0.089,-0.12,0.733
20840,-0.079,-0.024,0.92
20880,-0.047,-0.043,1.062
20920,0.063,0.048,1.171
20960,0.072,0.111,1.309
21000,0.144,0.204,1.461
21040,0.194,0.463,1.44
21080,0.135,0.494,1.36
21120,0.152,0.399,1.171
21160,0.124,0.356,1.028
21200,0.098,0.287,0.972
21240,0.105,0.19,0.915
21280,0.116,0.159,0.911
21320,0.147,0.095,0.926
21360,0.201,-0.081,0.855
21400,0.287,-0.328,0.989
21440,0.648,-0.41,1.324
21480,0.683,-0.396,1.5
21520,0.46,-0.235,1.497
21560,0.29,-0.187,1.495
21600,0.162,-0.253,1.341
21640,-0.033,-0.119,1.182
21680,-0.101,-0.033,1.049
21720,-0.213,0.052,0.796
21760,-0.29,0.086,0.62
21800,-0.263,-0.028,0.565
21840,-0.192,-0.001,0.435
21880,-0.247,0.031,0.345
21920,-0.21,0.014,0.375
21960,-0.124,0.008,0.375
22000,-0.136,0,0.471
22040,-0.092,-0.044,0.58
22080,-0.047,-0.018,0.678
22120,-0.034,0.013,0.812
22160,0.047,-0.03,0.999
22200,0.135,-0.012,1.163
22240,0.225,-0.012,1.254
22280,0.286,-0.041,1.465
22320,0.41,-0.016,1.558
22360,0.41,0.04,1.536
22400,0.33,0.028,1.409
22440,0.324,0.013,1.235
22480,0.241,-0.018,0.953
22520,0.17,-0.008,0.823
22560,0.23,-0.062,1.009
22600,0.476,-0.032,1.511
22640,0.368,-0.096,1.632
22680,0.066,-0.081,1.438
22720,-0.09,-0.108,1.277
22760,-0.176,-0.089,1.089
22800,-0.157,-0.022,1.035
22840,-0.165,-0.005,1.01
22880,-0.198,-0.011,0.947
22920,-0.119,0.153,0.925
22960,-0.242,0.103,0.763
23000,-0.25,0.022,0.614
23040,-0.25,-0.04,0.507
23080,-0.201,-0.125,0.392
23120,-0.148,-0.18,0.426
23160,-0.007,-0.198,0.443
23200,-0.01,-0.154,0.441
23240,-0.075,-0.127,0.525
23280,-0.107,-0.119,0.638
23320,-0.082,-0.13,0.745
23360,-0.04,-0.004,0.879
23400,-0.023,0.034,0.95
23440,-0.058,0.071,1.048
23480,-0.018,0.119,1.157
23520,0.052,0.256,1.294
23560,-0.021,0.371,1.34
23600,-0.058,0.433,1.4
23640,0.04,0.454,1.321
23680,0.014,0.45,1.141
23720,-0.052,0.344,1.024
23760,0.039,0.272,0.923
23800,0.019,0.221,0.934
23840,0.08,0.186,0.933
23880,0.12,0.14,1.005
23920,0.232,-0.156,0.979
23960,0.414,-0.33,1.058
24000,0.548,-0.529,1.184
24040,0.623,-0.515,1.265
24080,0.562,-0.285,1.394
24120,0.44,0.025,1.675
24160,0.353,-0.03,1.559
24200,0.023,-0.16,1.347
24240,-0.19,-0.123,1.161
24280,-0.126,0.061,1.09
24320,-0.203,0.068,0.838
24360,-0.249,0.056,0.743
24400,-0.168,0.035,0.658
24440,-0.168,-0.015,0.429
24480,-0.248,-0.015,0.27
24520,-0.271,0.02,0.218
24560,-0.204,0.03,0.234
24600,-0.202,0.028,0.326
24640,-0.195,-0.003,0.441
24680,-0.179,-0.011,0.526
24720,-0.144,-0.055,0.736
24760,-0.083,-0.121,0.917
24800,0.05,-0.056,1.08
24840,0.132,-0.031,1.223
24880,0.193,-0.056,1.271
24920,0.312,-0.049,1.424
24960,0.481,-0.012,1.625
25000,0.471,-0.036,1.605
25040,0.355,-0.039,1.411
25080,0.273,-0.039,1.104
25120,0.222,-0.005,0.908
25160,0.21,-0.011,0.863
25200,0.386,-0.018,1.052
25240,0.421,-0.032,1.269
25280,0.347,-0.07,1.464
25320,0.235,-0.032,1.501
25360,0.053,-0.143,1.347
25400,-0.125,-0.14,1.201
25440,-0.232,-0.033,1.072
25480,-0.234,0.01,0.936
25520,-0.159,-0.031,0.937
25560,-0.186,0.053,0.863
25600,-0.216,0.036,0.758
25640,-0.185,-0.02,0.805
25680,-0.102,-0.082,0.683
25720,-0.129,-0.115,0.594
25760,-0.135,-0.196,0.531
25800,-0.13,-0.187,0.469
25840,-0.09,-0.14,0.44
25880,-0.065,-0.138,0.462
25920,-0.12,-0.076,0.537
25960,-0.164,-0.065,0.634
26000,-0.081,-0.031,0.749
26040,-0.046,0.045,0.842
26080,-0.05,0.027,0.904
26120,0.023,0.083,1.065
26160,0.077,0.179,1.291
26200,0.148,0.26,1.43
26240,0.219,0.473,1.449
26280,0.178,0.561,1.379
26320,0.166,0.513,1.2
26360,0.179,0.484,1.104
26400,0.161,0.37,1.027
26440,0.17,0.219,0.993
26480,0.166,0.231,0.997
26520,0.17,0.151,1.033
26560,0.263,-0.038,1.011
26600,0.38,-0.301,1.052
26640,0.569,-0.536,1.218
26680,0.586,-0.634,1.276
26720,0.435,-0.37,1.334
26760,0.205,-0.198,1.376
26800,0.021,-0.139,1.333
26840,-0.108,-0.113,1.28
26880,-0.135,-0.055,1.111
26920,-0.185,0.087,1.007
26960,-0.127,0.089,0.857
27000,-0.135,-0.01,0.596
27040,-0.216,0.012,0.393
27080,-0.263,0.035,0.259
27120,-0.236,0.039,0.218
27160,-0.171,0,0.288
27200,-0.137,-0.009,0.341
27240,-0.165,-0.008,0.419
27280,-0.124,-0.023,0.575
27320,0.021,-0.04,0.826
27360,0.05,0.007,0.979
27400,0.091,-0.048,1.246
27440,0.165,-0.052,1.237
27480,0.151,-0.115,1.335
27520,0.258,-0.058,1.494
27560,0.545,0.025,1.721
27600,0.493,0.005,1.602
27640,0.352,-0.031,1.316
27680,0.243,0.019,1.051
27720,0.175,-0.054,0.951
27760,0.294,-0.134,1.152
27800,0.425,-0.158,1.5
27840,0.26,-0.226,1.443
27880,-0.025,-0.128,1.305
